s,l,taken,skipped,pnl,roi,pf,min_cash,max_conc
170000,220000,22964,900,49051106.02056609,4905.1106020566085,2.67115834870896,3225.7053544197697,152
70000,280000,23301,563,48946197.5154538,4894.6197515453805,2.9617222563067163,831.552292424487,152
200000,200000,22878,986,48847523.82580453,4884.752382580453,2.6081829093330127,0.0,152
130000,240000,23122,742,48536752.63595157,4853.675263595157,2.770447322997902,2903.338072912302,152
100000,260000,23148,716,48516583.94747951,4851.658394747951,2.8536913779001636,688.3413527067751,152
30000,300000,23420,444,48206299.26202842,4820.6299262028415,3.113940661020632,1268.8030109123792,152
160000,220000,22988,876,48104392.99869218,4810.439299869217,2.6882008466396257,5.541248840629123,152
60000,280000,23322,542,48011517.29930701,4801.151729930701,2.9952232494715783,176.53623662004247,152
190000,200000,22893,971,47883081.91499353,4788.308191499354,2.620584459806941,0.0,152
90000,260000,23195,669,47643753.54457226,4764.3753544572255,2.8805645166311327,1011.7542888616445,152
120000,240000,23115,749,47424909.30137617,4742.4909301376165,2.786644704156331,6.165557043859735,152
150000,220000,23040,824,47285820.06263538,4728.582006263538,2.7072316837439185,751.8456959911855,152
20000,300000,23447,417,47270180.93796969,4727.018093796969,3.155594456479702,382.7860778744798,152
50000,280000,23350,514,47043911.05429699,4704.3911054297,3.026029655280648,192.6184956941288,152
180000,200000,22968,896,47035096.35823468,4703.509635823468,2.6296698550473954,0.0,152
80000,260000,23246,618,46821067.606933884,4682.106760693388,2.9140429679376623,140.93820753408363,152
110000,240000,23148,716,46517321.58814063,4651.732158814063,2.8077442188194905,745.1242988282465,152
10000,300000,23478,386,46423864.021534815,4642.386402153482,3.1971616592401846,425.61275306576863,152
140000,220000,23061,803,46329482.20834676,4632.948220834676,2.723173357538835,23.499633368803188,152
40000,280000,23392,472,46090196.08138388,4609.019608138388,3.061401130692059,171.02404881059192,152
170000,200000,22967,897,46036502.275266446,4603.650227526644,2.643322141921931,0.0,152
200000,180000,22875,989,45914499.692911364,4591.449969291136,2.58381154217409,1876.0898912223056,152
70000,260000,23289,575,45914210.66222268,4591.421066222269,2.9440175218800473,443.25382912531495,152
100000,240000,23195,669,45688862.09829347,4568.886209829347,2.834557197818124,3061.048864328768,152
130000,220000,23092,772,45406245.30773739,4540.624530773739,2.743361893482243,1780.485011062352,152
30000,280000,23445,419,45170320.751944214,4517.032075194422,3.0978687276273607,1601.3251168809365,152
160000,200000,23004,860,45121427.140708804,4512.14271407088,2.6588195737012175,0.0,152
190000,180000,22910,954,44998247.71428606,4499.824771428606,2.596059890524369,150.9612896349281,152
60000,260000,23329,535,44936858.878810436,4493.6858878810435,2.9717425441166236,2636.357962849317,152
90000,240000,23230,634,44789868.24585531,4478.986824585531,2.859406879983237,320.2441310918657,152
120000,220000,23119,745,44488910.14276776,4448.891014276775,2.7646745348728414,1932.096805877285,152
20000,280000,23463,401,44334806.812607124,4433.480681260713,3.1473420870104585,337.70191020704806,152
150000,200000,23037,827,44245918.97469306,4424.591897469306,2.677275169106906,0.0,152
180000,180000,22935,929,44043886.252451956,4404.388625245196,2.6050196730551423,855.6940597383073,152
50000,260000,23355,509,43986529.419880055,4398.652941988005,3.0069777177939994,567.4587391774403,152
80000,240000,23266,598,43896826.92990777,4389.682692990777,2.8904078847696333,511.06998729752377,152
110000,220000,23180,684,43602536.600542374,4360.253660054237,2.784758147417088,249.25180289894342,152
10000,280000,23494,370,43426752.406409256,4342.675240640926,3.1949144634130766,47.472697964520194,152
140000,200000,23063,801,43279832.115613304,4327.98321156133,2.693933701659799,0.0,152
170000,180000,22965,899,43073740.22761718,4307.374022761718,2.6165079735480727,1180.0707516924012,152
40000,260000,23411,453,43058800.76428067,4305.880076428067,3.042540453489748,1155.2446367850062,152
70000,240000,23313,551,42961450.5587485,4296.145055874849,2.92012399602198,1106.0854970035143,152
200000,160000,22872,992,42877694.646765456,4287.769464676546,2.5536151694917715,558.1025836726185,152
100000,220000,23209,655,42736626.63982772,4273.662663982772,2.811685924706938,473.5019023423083,152
130000,200000,23098,766,42397091.52604306,4239.709152604306,2.715225456275065,0.0,152
160000,180000,23007,857,42160313.44570028,4216.0313445700285,2.6294332570478676,572.8242147180717,152
30000,260000,23441,423,42132245.34384282,4213.2245343842815,3.088450763992045,5206.242107166792,152
60000,240000,23359,505,42046792.83988049,4204.679283988049,2.956772067164308,2871.784213035833,152
190000,160000,22887,977,41937874.013628885,4193.787401362889,2.5639164828452783,1496.8083642814308,152
90000,220000,23229,635,41699873.61330403,4169.987361330403,2.8330822531047355,672.8685222365893,152
120000,200000,23127,737,41460360.963731214,4146.036096373121,2.7360812794402634,0.0,152
20000,260000,23479,385,41320231.88950891,4132.023188950891,3.140050843874388,91.04990569909569,152
150000,180000,23044,820,41288226.90687242,4128.822690687242,2.6491320960603137,782.0536562518682,152
50000,240000,23404,460,41143520.81849733,4114.352081849733,2.9921685478105986,485.95863067288883,152
180000,160000,22896,968,40938126.25750256,4093.812625750256,2.5720632839397846,192.87066803744528,152
80000,220000,23261,603,40805409.9633967,4080.5409963396696,2.864942639794827,791.900495524169,152
110000,200000,23165,699,40570370.71349942,4057.0370713499424,2.7593928244398835,0.0,152
10000,260000,23505,359,40394535.03562111,4039.45350356211,3.1876996815393803,4543.247320624301,152
140000,180000,23066,798,40278840.70721227,4027.8840707212266,2.662160565094574,124.08166166639421,152
40000,240000,23440,424,40234415.33058018,4023.441533058018,3.034453778199908,513.0017280413304,152
170000,160000,22959,905,40105334.69458651,4010.533469458651,2.5890545117059336,1148.8148108262103,152
70000,220000,23304,560,39866534.57442908,3986.6534574429083,2.895267944978447,92.40567050059326,152
200000,140000,22789,1075,39736209.67972716,3973.6209679727162,2.5204578490672405,896.386620241683,146
100000,200000,23207,657,39658860.86550181,3965.8860865501815,2.7838895626587115,0.0,152
130000,180000,23094,770,39372288.25721872,3937.228825721872,2.6825104674598332,2030.0284940582933,152
30000,240000,23485,379,39318762.917424954,3931.8762917424956,3.0764978538083025,66.02116951160133,152
160000,160000,22996,868,39188466.20451394,3918.846620451394,2.6019853989340334,2078.34749016515,152
60000,220000,23358,506,38994236.81750583,3899.423681750583,2.931721484772209,2447.816651506815,152
190000,140000,22870,994,38926978.95194999,3892.697895194999,2.5327824545535162,242.689164490439,151
90000,200000,23245,619,38720800.16499491,3872.080016499491,2.8076529264908534,0.0,152
120000,180000,23136,728,38458319.0703328,3845.8319070332805,2.704552439365275,151.56927341897972,152
20000,240000,23513,351,38373217.47805547,3837.321747805547,3.12387417521775,1553.0964756559115,152
150000,160000,23024,840,38205280.82764117,3820.528082764117,2.6128992105786373,829.383181958925,152
50000,220000,23412,452,38055352.441943005,3805.535244194301,2.9683702552608433,1347.983265828574,152
180000,140000,22891,973,37980174.63038272,3798.017463038272,2.543944942723313,525.0208533854457,152
80000,200000,23282,582,37816180.47497802,3781.618047497802,2.8395675979708073,0.0,152
110000,180000,23195,669,37645166.34345168,3764.516634345168,2.7308656857353126,1034.2461747264024,152
10000,240000,23524,340,37460416.02189374,3746.0416021893743,3.1812801172548197,969.4836352041457,152
140000,160000,23059,805,37311262.55397377,3731.126255397377,2.6328584557249872,1272.4055532799102,152
40000,220000,23444,420,37169592.964817725,3716.9592964817725,3.0146747603061925,617.9489166588755,152
170000,140000,22942,922,37065639.62065862,3706.563962065862,2.554964222127555,1429.079698806163,152
70000,200000,23327,537,36920315.731838055,3692.031573183805,2.873457296134696,0.0,152
200000,120000,22712,1152,36769098.84286411,3676.909884286411,2.494331751098224,372.3348727551056,136
100000,180000,23229,635,36746621.25840096,3674.6621258400965,2.758614451521065,337.4668919329997,152
130000,160000,23090,774,36342743.580887474,3634.2743580887472,2.6490737403454077,613.8836273585912,152
30000,220000,23489,375,36229268.16389481,3622.926816389481,3.0552899144566625,61.035587106016465,152
160000,140000,22958,906,36117264.34654487,3611.726434654487,2.567124539674436,1743.5882091855165,152
60000,200000,23372,492,35998708.20237284,3599.870820237284,2.9106471579629085,0.0,152
190000,120000,22760,1104,35814756.899712935,3581.4756899712934,2.499176565100123,190.76372847380117,140
90000,180000,23263,601,35757728.249556966,3575.7728249556967,2.7811092967049333,324.2668569899397,152
120000,160000,23136,728,35454997.37479524,3545.499737479524,2.670678927503308,852.8813151929062,152
20000,220000,23516,348,35268987.89135496,3526.898789135496,3.1081888408942895,1750.6954564579064,152
150000,140000,22977,887,35153889.12617024,3515.3889126170243,2.581129962383827,151.00589697645046,152
50000,200000,23419,445,35074473.52364957,3507.447352364957,2.950628684618831,0.0,152
180000,120000,22811,1053,34898577.68706141,3489.8577687061406,2.50920060344941,1095.5149091137573,144
80000,180000,23293,571,34796417.203434676,3479.641720343468,2.8086250394350882,377.24844433018006,152
110000,160000,23191,673,34593334.46274895,3459.333446274895,2.6973320049613068,90.40715806512162,152
10000,220000,23543,321,34400638.368082725,3440.0638368082723,3.1680489416163318,2432.036177296657,152
140000,140000,23051,813,34265315.48126195,3426.531548126195,2.5940376152792974,13.794797707349062,152
40000,200000,23464,400,34147405.47036855,3414.740547036855,2.9923567587200477,0.0,152
170000,120000,22870,994,33973639.48698276,3397.363948698276,2.5178217701156282,140.02503557119053,148
70000,180000,23345,519,33924553.62136444,3392.455362136444,2.843039435669252,45.03815938625485,152
100000,160000,23242,622,33696791.85784833,3369.6791857848334,2.7209916400393617,1288.4344653616427,152
200000,100000,22611,1253,33646044.11035528,3364.6044110355283,2.4566895304676284,217.28986168885604,125
130000,140000,23094,770,33326493.833879635,3332.649383387963,2.610029233674205,452.52167141158134,152
30000,200000,23513,351,33229269.235190444,3322.9269235190445,3.0413075167139576,0.0,152
160000,120000,22940,924,33077925.868203282,3307.792586820328,2.529016265020783,68.18606502504554,152
60000,180000,23361,503,32898779.0357602,3289.87790357602,2.877629760526071,69.79541174997576,152
90000,160000,23268,596,32744857.687425204,3274.48576874252,2.748501293042643,1087.3126356441062,152
190000,100000,22639,1225,32674037.70125168,3267.4037701251677,2.462011846563528,336.55685345234815,128
120000,140000,23156,708,32501399.881686635,3250.139988168664,2.6363887461797177,1675.4690752313472,152
20000,200000,23539,325,32302009.739201557,3230.200973920156,3.092029018130545,0.0,152
150000,120000,22957,907,32147925.58453748,3214.7925584537484,2.5440434274017907,782.1889720940962,152
50000,180000,23426,438,32023675.90058648,3202.3675900586477,2.921967219095484,1640.209450176917,152
80000,160000,23313,551,31840404.805623345,3184.0404805623343,2.7796265244657152,2731.215200537001,152
180000,100000,22694,1170,31783622.52361962,3178.362252361962,2.471900956523414,890.2125475185458,132
110000,140000,23184,680,31500782.18035778,3150.0782180357783,2.65401124943713,176.2005439704517,152
10000,200000,23563,301,31410036.237196013,3141.0036237196014,3.1609226901525505,0.0,152
140000,120000,22995,869,31196718.25463011,3119.671825463011,2.556253809645447,132.08905535703525,152
40000,180000,23478,386,31066544.500062983,3106.6544500062987,2.9621573676104584,738.9491885100724,152
170000,100000,22786,1078,30933442.708091535,3093.3442708091534,2.4800653398837573,1345.549146903213,136
70000,160000,23362,502,30886289.781234708,3088.628978123471,2.8092567239332595,1634.7444147529313,152
100000,140000,23245,619,30667098.39533255,3066.709839533255,2.6844575995698223,1436.6723201298155,152
200000,80000,22474,1390,30564901.825073536,3056.490182507354,2.427430236695902,908.080168405897,115
130000,120000,23067,797,30277336.734328743,3027.733673432874,2.569953770906301,729.7794402341824,152
30000,180000,23522,342,30177873.575470034,3017.7873575470035,3.0163298622102954,285.9822387107415,152
160000,100000,22870,994,30063932.276375048,3006.393227637505,2.490760591874703,358.7373637370765,140
60000,160000,23401,463,29966306.19059083,2996.6306190590826,2.8486365233277877,347.54630186682334,152
90000,140000,23283,581,29742056.334062383,2974.205633406238,2.71126370388767,136.38519712653942,152
190000,80000,22530,1334,29663868.687685695,2966.3868687685695,2.4315384712538983,68.35008221701719,117
120000,120000,23118,746,29348774.20011043,2934.877420011043,2.5865680197961503,124.0117631086614,152
20000,180000,23566,298,29265669.836284295,2926.5669836284296,3.076158612358739,2168.6402148297057,152
150000,100000,22902,962,29072223.118189655,2907.2223118189654,2.499650131021945,966.5973608293571,145
50000,160000,23458,406,29063133.256076973,2906.313325607697,2.892713899699033,445.2893494105665,152
80000,140000,23310,554,28742237.46281762,2874.223746281762,2.7362788361301695,17.840558809693903,152
180000,80000,22590,1274,28740100.243999064,2874.0100243999063,2.4348325385000704,317.29854607675225,120
110000,120000,23169,695,28440826.041873448,2844.0826041873447,2.6079379371558065,1674.5378079628572,152
10000,180000,23571,293,28369114.535136927,2836.911453513693,3.146548853342767,5.23033259913791,152
140000,100000,22980,884,28168967.936339963,2816.8967936339964,2.511225024512122,112.4349634796381,150
40000,160000,23500,364,28067343.252514485,2806.734325251449,2.935774223655846,176.19027390773408,152
70000,140000,23356,508,27802206.163928084,2780.2206163928086,2.7678812569302043,410.22905136831105,152
170000,80000,22647,1217,27783069.099217072,2778.3069099217073,2.4392955031465395,193.61730974493548,123
100000,120000,23224,640,27553163.104909196,2755.3163104909195,2.6345677836560806,1385.9834525682963,152
200000,60000,22338,1526,27376162.047248144,2737.6162047248145,2.3866898900029385,553.0634246140253,108
130000,100000,23033,831,27242692.6241547,2724.26926241547,2.5242918196587882,550.631381773972,152
30000,160000,23543,321,27114073.81035813,2711.4073810358127,2.98748067669084,1946.8695399308344,152
60000,140000,23418,446,26905847.211685725,2690.5847211685723,2.807302160647511,67.6634421525523,152
160000,80000,22724,1140,26881117.16959323,2688.111716959323,2.443178035346325,418.797138659982,126
90000,120000,23289,575,26662045.179102074,2666.2045179102074,2.6624604005821646,138.60647234669887,152
190000,60000,22395,1469,26502146.62750243,2650.214662750243,2.3891208594059017,1873.3714710706845,108
120000,100000,23091,773,26297381.168514755,2629.7381168514753,2.538456586266297,678.4175128147472,152
20000,160000,23576,288,26206954.00441336,2620.695400441336,3.051680623401962,6073.16466464207,152
150000,80000,22806,1058,26045970.782577675,2604.5970782577674,2.457604748434011,1074.8113055364229,131
50000,140000,23462,402,25999212.88539603,2599.921288539603,2.8540560185922894,935.3825737495208,152
80000,120000,23328,536,25738895.80678995,2573.8895806789947,2.6926854519740244,618.3245547983097,152
180000,60000,22465,1399,25589221.773194525,2558.922177319452,2.3910856924541335,426.47749919164926,108
110000,100000,23161,703,25394814.23484527,2539.481423484527,2.556700672433157,196.73644840565976,152
10000,160000,23595,269,25289376.249397334,2528.9376249397333,3.128703167650165,288.170552840922,152
140000,80000,22898,966,25142734.37123894,2514.273437123894,2.4654186405619263,345.597759739263,135
40000,140000,23532,332,25058929.82557777,2505.892982557777,2.9053064217171505,262.8776408197591,152
70000,120000,23367,497,24773208.598834552,2477.320859883455,2.7244075400020447,530.568387176143,152
170000,60000,22513,1351,24667695.474343803,2466.76954743438,2.3950334640383644,218.45117700705305,110
100000,100000,23218,646,24476042.675883807,2447.604267588381,2.577186984454046,91.43230569316074,152
130000,80000,22964,900,24189049.889839407,2418.9049889839407,2.4743575818686434,261.6939011933282,140
30000,140000,23578,286,24111590.826374788,2411.1590826374786,2.9590669443536903,534.6612099945778,152
200000,40000,22094,1770,24097717.432740748,2409.7717432740747,2.3423466756020015,19.74583722790703,100
60000,120000,23438,426,23871716.083861154,2387.171608386115,2.762911591483133,336.15108858817257,152
160000,60000,22591,1273,23825218.445385005,2382.5218445385003,2.4011755568439654,163.47946872736793,113
90000,100000,23280,584,23591403.33025256,2359.140333025256,2.6052722130163315,2377.700541426195,152
120000,80000,23059,805,23281552.51063697,2328.155251063697,2.487131493634289,125.91300500370562,146
190000,40000,22161,1703,23225824.83779497,2322.582483779497,2.342046982672684,207.35085698752664,102
20000,140000,23612,252,23175201.34472921,2317.520134472921,3.026696970940426,5433.547824801062,152
150000,60000,22681,1183,22956248.293064874,2295.6248293064873,2.4093959357218218,68.52117055642884,117
50000,120000,23483,381,22933062.7872399,2293.30627872399,2.807570212969264,37.81671966018621,152
80000,100000,23334,530,22671710.555045784,2267.1710555045784,2.635838943191486,479.5412870948203,152
180000,40000,22262,1602,22448895.675953105,2244.8895675953104,2.349905890778453,789.0975122887176,104
110000,80000,23121,743,22331456.165470857,2233.145616547086,2.4987725065722968,653.3752885436988,152
10000,140000,23619,245,22250059.808804803,2225.0059808804804,3.107063190487233,1983.4696067320183,152
140000,60000,22787,1077,22045179.770875473,2204.517977087547,2.4122334196321016,628.574788126396,120
40000,120000,23545,319,22025533.913724422,2202.5533913724425,2.86268022984687,1034.3827863518381,152
70000,100000,23396,468,21770192.416232307,2177.0192416232303,2.673520968478463,1405.9429671346443,152
170000,40000,22321,1543,21508351.614574965,2150.8351614574967,2.348113966826986,181.42232109222095,106
100000,80000,23199,665,21430466.99949594,2143.046699949594,2.518776237777355,643.1331252462696,152
130000,60000,22895,969,21146641.60581399,2114.664160581399,2.4171305200067508,14.391984012909234,124
30000,120000,23603,261,21036745.302319754,2103.6745302319755,2.9161256049091038,478.3337713787332,152
200000,20000,21805,2059,20957700.349319838,2095.770034931984,2.312673064899323,58.138989315368235,89
60000,100000,23443,421,20819905.061053365,2081.9905061053364,2.710404237078193,2619.926879243925,152
160000,40000,22386,1478,20627578.296964362,2062.757829696436,2.350552183651211,518.2533733127639,108
90000,80000,23258,606,20489190.343330663,2048.919034333066,2.5383538121135496,99.96224167919718,152
120000,60000,22975,889,20275465.3115289,2027.5465311528897,2.4334917843231336,1711.9293578171637,129
20000,120000,23629,235,20095978.96820284,2009.597896820284,2.9892121408276098,1587.886624129198,152
190000,20000,21853,2011,20079159.905614827,2007.9159905614827,2.3150114781573627,438.50244058296084,90
50000,100000,23503,361,19872720.177194063,1987.2720177194062,2.7538267179275953,1693.0312716271728,152
150000,40000,22464,1400,19720671.96783781,1972.067196783781,2.350893793909039,181.18643285892904,108
80000,80000,23333,531,19606204.54185607,1960.6204541856068,2.569407805700576,719.661118210759,152
110000,60000,23049,815,19329495.18956978,1932.949518956978,2.442215791555438,1396.948167067254,135
180000,20000,21952,1912,19245124.40282268,1924.5124402822682,2.3098320246099164,77.97683240054175,91
10000,120000,23646,218,19219726.271586772,1921.9726271586771,3.088329570271076,1113.6288802687777,152
40000,100000,23561,303,18962352.491045147,1896.2352491045149,2.810487087658947,142.17820901121013,152
140000,40000,22556,1308,18865345.877314683,1886.5345877314685,2.3538516777775462,927.7967198719853,108
70000,80000,23404,460,18714897.644953646,1871.4897644953644,2.607231306622077,24.495693339267746,152
100000,60000,23141,723,18401058.297869433,1840.1058297869433,2.4550119162718724,307.39879599551205,141
170000,20000,22023,1841,18374052.842552975,1837.4052842552974,2.307129041577181,279.21687888982706,92
30000,100000,23624,240,18002586.30649668,1800.2586306496682,2.8699828582096543,1116.7050464751665,152
130000,40000,22687,1177,17997061.771537095,1799.7061771537094,2.3608735023776277,365.8641377099557,108
60000,80000,23466,398,17779309.35462876,1777.930935462876,2.6438544882201014,153.5310523766093,152
160000,20000,22083,1781,17455571.034037054,1745.5571034037052,2.3022882885058333,654.4193022104446,93
90000,60000,23228,636,17453381.523632254,1745.3381523632256,2.4682812762728443,31.603908790275455,149
120000,40000,22795,1069,17118878.981741026,1711.8878981741027,2.3643978273535984,677.946923098265,111
20000,100000,23667,197,17087025.490295287,1708.7025490295287,2.9522047572502537,3998.213089673547,152
50000,80000,23525,339,16841685.044809833,1684.1685044809833,2.6882778930551683,3349.2514922535047,152
150000,20000,22167,1697,16610819.74576018,1661.0819745760182,2.306056543230966,87.01763319061138,95
80000,60000,23313,551,16527845.70072408,1652.7845700724079,2.489239819632045,402.4941530593205,152
110000,40000,22898,966,16260042.094059821,1626.004209405982,2.3748812517090014,474.61199947539717,115
10000,100000,23682,182,16176928.773591444,1617.6928773591446,3.0578302583903354,158.17325132107362,152
40000,80000,23591,273,15912614.427099515,1591.2614427099516,2.7439515784985407,213.94731505890377,152
140000,20000,22266,1598,15732775.459796792,1573.2775459796792,2.3014718083785115,15.77524011011701,97
70000,60000,23402,462,15623486.232153654,1562.3486232153655,2.5197609020147334,3697.45921518479,152
100000,40000,23016,848,15328509.478721472,1532.8509478721471,2.377019053451778,412.60713515465613,120
30000,80000,23660,204,14975032.516613614,1497.5032516613614,2.810196219616007,1398.0536318511004,152
130000,20000,22353,1511,14829581.192887906,1482.9581192887906,2.2990475979084195,186.70512744272128,99
60000,60000,23492,372,14727862.182550935,1472.7862182550934,2.559021648279425,913.2765503517585,152
90000,40000,23115,749,14395029.215354443,1439.5029215354443,2.3861453612550414,214.1124781665858,126
20000,80000,23715,149,14053319.52988627,1405.331952988627,2.898189621714047,3561.836316773377,152
120000,20000,22456,1408,13927038.418264864,1392.7038418264865,2.295797850494031,150.0719476584345,101
50000,60000,23560,304,13814031.29948742,1381.403129948742,2.6061981955801348,352.76340018445626,152
80000,40000,23233,631,13491983.996631306,1349.1983996631304,2.403239243118271,37.97697874577716,133
10000,80000,23726,138,13142047.385193903,1314.2047385193903,3.0190844573399196,4899.159359303303,152
110000,20000,22581,1283,13062605.456077695,1306.2605456077695,2.29481547889726,81.0575404909905,103
40000,60000,23627,237,12877101.537442878,1287.7101537442877,2.6599697736813406,2254.6290127849206,152
70000,40000,23354,510,12570585.94169392,1257.058594169392,2.4225194070714835,254.8541153128026,142
100000,20000,22716,1148,12188471.348763648,1218.8471348763649,2.2943878417517807,91.37513386475621,107
30000,60000,23699,165,11945784.920930693,1194.5784920930694,2.7308070285280204,474.19663523195777,152
60000,40000,23476,388,11622546.076924428,1162.2546076924427,2.442878996591526,156.58480043464806,152
90000,20000,22833,1031,11283189.46444982,1128.318946444982,2.2956022353073133,1524.390321210376,108
20000,60000,23776,88,11028890.825150955,1102.8890825150957,2.828182320052747,934.385099069681,152
50000,40000,23564,300,10706644.841201909,1070.664484120191,2.483125629365292,1742.4339275103994,152
80000,20000,22991,873,10384982.142070746,1038.4982142070746,2.2978704856574628,206.19927253271453,108
10000,60000,23781,83,10110618.269701583,1011.0618269701582,2.968438326284391,4836.061248985003,152
40000,40000,23649,215,9792793.474730797,979.2793474730796,2.5370700734390166,1432.326265898184,152
70000,20000,23160,704,9516301.849203207,951.6301849203206,2.3087665611039894,594.0735194633016,113
30000,40000,23738,126,8864769.211521765,886.4769211521765,2.606871681107572,738.4588917330839,152
60000,20000,23305,559,8578547.549487172,857.8547549487173,2.314419706850961,150.00589813105762,120
20000,40000,23821,43,7952306.935075017,795.2306935075017,2.711706488078682,2903.7411374456715,152
50000,20000,23450,414,7649513.100451427,764.9513100451427,2.3313645137559726,53.2386180057656,130
10000,40000,23839,25,7041883.587415569,704.188358741557,2.878657224338363,10052.127713499358,152
40000,20000,23605,259,6726270.55523883,672.627055523883,2.3622292293036202,474.0061327110743,145
30000,20000,23722,142,5807260.1646635365,580.7260164663536,2.420971480985809,362.05696683895076,152
20000,20000,23817,47,4879246.782903638,487.92467829036383,2.511412992823008,3152.785482308129,152
10000,20000,23864,0,3972408.08856536,397.240808856536,2.7020730835757156,163514.99962706945,152
